Neighborhood,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Gr_Liv_Area,Total_Bsmt_SF,Garage_Cars,Full_Bath,Bedroom_AbvGr,Fireplaces,Lot_Area,House_Age,Years_Since_Remod,Bldg_Type,Sale_Type,Sale_Price
Gilbert,1980,1996,6,7,1744,774,3,2,2,2,22889,30,14,1Fam,WD,345361
NWAmes,1959,1960,6,7,4386,2342,2,2,4,0,4836,51,50,1Fam,New,489849
NAmes,1925,1937,7,7,3049,1403,2,2,3,0,19302,85,73,1Fam,WD,306352
Crawfor,2009,2009,5,3,3704,1254,3,2,2,0,9099,1,1,1Fam,WD,431039
NoRidge,1977,2005,7,3,1345,835,2,2,3,0,11150,33,5,1Fam,COD,444012
CollgCr,1940,1967,2,7,2600,1309,3,1,4,1,21343,70,43,1Fam,WD,325231
NridgHt,1935,1994,1,2,949,900,2,1,3,1,22788,75,16,1Fam,WD,288508
ClearCr,1922,1948,10,2,2609,2140,2,2,3,0,8812,88,62,1Fam,WD,447997
ClearCr,1942,1956,8,3,3594,2297,2,3,4,1,8842,68,54,1Fam,WD,475974
NridgHt,1905,1999,1,4,543,286,2,2,2,0,12259,105,11,1Fam,New,239330
Somerst,2010,2010,2,6,3367,1962,3,2,3,2,11029,0,0,1Fam,COD,468247
NoRidge,1968,2007,10,8,2081,787,0,2,5,0,23132,42,3,1Fam,WD,560561
Mitchel,1942,1974,6,7,1158,796,4,1,4,1,20965,68,36,2fmCon,WD,252613
BrkSide,1924,1943,1,4,1227,921,2,2,2,0,1846,86,67,1Fam,WD,136997
NridgHt,1917,1958,10,2,3399,1463,2,2,3,0,18000,93,52,1Fam,WD,628992
IDOTRR,1961,1972,3,2,2594,2015,2,3,2,1,12150,49,38,1Fam,WD,219203
CollgCr,1912,1984,7,4,4430,3953,1,1,5,1,11112,98,26,1Fam,WD,515637
Veenker,1942,1964,8,6,3367,2504,2,2,5,2,11546,68,46,1Fam,WD,548035
NridgHt,1977,1984,4,3,1547,864,4,1,3,1,20966,33,26,1Fam,WD,456657
CollgCr,1927,1940,3,6,2180,1286,2,1,3,2,15209,83,70,1Fam,COD,299956
Mitchel,1917,2007,1,5,2636,2235,2,2,4,2,3131,93,3,1Fam,WD,273391
NWAmes,1958,1982,9,5,1697,949,2,2,3,1,3499,52,28,Twnhs,WD,298691
NridgHt,1959,1971,10,2,4147,3169,2,1,2,1,16952,51,39,1Fam,WD,762037
NridgHt,1962,1982,6,8,1642,751,2,1,1,1,14069,48,28,TwnhsE,COD,454891
ClearCr,1956,2000,6,5,3282,858,2,2,3,0,9632,54,10,1Fam,ConLD,434694
Veenker,1991,1995,9,2,2191,1499,4,3,4,1,23982,19,15,1Fam,COD,478285
Timber,1950,1997,1,7,2725,1990,1,2,4,1,8503,60,13,1Fam,WD,394834
Veenker,1955,1997,6,9,3566,2749,2,2,2,1,3191,55,13,Twnhs,WD,498434
Mitchel,1926,1979,5,9,2355,1938,2,1,2,0,4204,84,31,1Fam,WD,268456
BrkSide,1931,1935,6,1,2447,1085,2,3,3,1,23424,79,75,1Fam,WD,266912
ClearCr,2010,2010,8,7,1865,698,2,2,4,0,21319,0,0,1Fam,Oth,389358
BrkSide,1908,1920,5,9,4139,3127,2,2,3,1,9902,102,90,1Fam,WD,330734
Somerst,2003,2006,2,6,3630,1489,0,1,3,1,3277,7,4,1Fam,WD,435235
CollgCr,1995,2005,2,1,3448,2316,3,2,3,0,16343,15,5,1Fam,WD,403285
Timber,1983,2007,10,2,937,635,3,2,2,2,4647,27,3,Twnhs,WD,384049
Gilbert,1991,2009,5,4,1951,670,1,2,3,1,9557,19,1,1Fam,COD,308479
IDOTRR,1996,1998,3,4,925,371,2,1,5,2,20383,14,12,1Fam,WD,186976
Crawfor,1967,2005,10,2,1467,848,3,2,2,0,18570,43,5,1Fam,WD,364325
Somerst,1945,1982,3,8,1904,1468,4,2,3,1,22950,65,28,Duplex,WD,362113
Gilbert,1997,1999,8,2,985,633,4,1,3,1,20717,13,11,1Fam,WD,304671
NoRidge,1966,2010,7,3,2255,1417,3,2,3,1,11465,44,0,1Fam,WD,549521
NAmes,1925,1963,1,4,3756,2090,1,1,3,0,3745,85,47,2fmCon,WD,261499
CollgCr,1907,1943,5,9,4130,2045,3,1,3,0,2685,103,67,1Fam,WD,444251
ClearCr,1905,1990,9,1,3007,1128,3,2,4,2,3964,105,20,TwnhsE,ConLD,425562
Crawfor,1979,2008,4,8,4460,2679,2,2,3,0,10075,31,2,1Fam,WD,466060
Crawfor,1923,1930,1,5,3468,1118,2,2,3,2,16035,87,80,1Fam,WD,316306
NridgHt,1947,1963,8,7,3673,1445,2,2,1,0,15557,63,47,1Fam,COD,672658
Gilbert,2002,2005,5,8,2079,1518,2,2,4,2,3021,8,5,1Fam,WD,348977
Timber,1993,1993,2,5,3586,1963,2,2,3,1,18863,17,17,1Fam,WD,488414
NWAmes,1944,1985,1,8,3295,1217,0,3,4,1,16902,66,25,1Fam,WD,316502
Mitchel,1912,1987,3,8,2396,1583,1,2,3,0,22061,98,23,1Fam,WD,264387
Mitchel,1968,1994,9,9,550,424,2,2,1,2,5110,42,16,TwnhsE,ConLD,242989
CollgCr,1924,1931,1,2,2856,1059,2,1,2,1,7200,86,79,1Fam,WD,275746
CollgCr,1919,1941,4,3,1557,1109,3,2,5,1,12962,91,69,1Fam,WD,277366
StoneBr,1981,2008,8,1,2159,820,1,2,3,0,9073,29,2,Twnhs,WD,500732
Mitchel,2010,2010,8,4,3552,2536,3,2,2,1,19837,0,0,1Fam,WD,415048
Veenker,1981,1990,10,5,2112,607,3,2,2,1,23430,29,20,1Fam,WD,487394
CollgCr,1965,1993,8,1,2427,1796,3,2,3,0,11176,45,17,TwnhsE,COD,385513
Veenker,1973,1992,10,8,3182,1042,2,0,2,1,18767,37,18,1Fam,COD,529060
NoRidge,1944,1959,8,2,704,554,1,1,3,0,22707,66,51,1Fam,WD,355262
Crawfor,1946,1962,4,1,3287,1712,2,2,3,2,18007,64,48,1Fam,WD,370857
NridgHt,1962,1977,8,2,1593,1167,1,2,3,2,2025,48,33,1Fam,WD,484063
NWAmes,1975,1993,9,5,3801,1889,4,2,2,0,19970,35,17,TwnhsE,WD,451389
Veenker,2010,2010,7,9,4051,1334,2,2,3,0,17058,0,0,Duplex,WD,596583
NridgHt,1976,1983,2,9,1032,883,2,1,3,1,11847,34,27,1Fam,WD,364182
CollgCr,2010,2010,9,2,2655,1060,3,1,2,0,24295,0,0,TwnhsE,WD,424546
NridgHt,1954,1991,8,2,3423,2590,3,2,3,1,7599,56,19,1Fam,WD,660976
Veenker,1974,2002,5,3,1764,349,3,2,3,0,11068,36,8,1Fam,New,387605
NWAmes,1918,2007,3,7,750,313,2,1,3,1,5906,92,3,TwnhsE,WD,169644
NridgHt,1934,1964,7,3,634,599,2,1,3,0,5635,76,46,TwnhsE,Oth,336339
NAmes,2002,2008,2,1,3661,2072,2,2,3,0,6376,8,2,1Fam,WD,331283
NridgHt,1952,1968,3,6,2114,748,1,1,3,0,19877,58,42,1Fam,WD,423214
Timber,1925,2003,9,3,4011,2923,3,2,2,1,6025,85,7,1Fam,WD,603732
NWAmes,2009,2009,4,1,3236,2641,2,2,3,1,15827,1,1,1Fam,WD,378315
Veenker,1913,1951,4,4,3869,3186,0,2,2,0,13627,97,59,1Fam,WD,476076
NoRidge,1944,1985,3,1,906,672,3,2,3,1,12492,66,25,1Fam,WD,298056
Somerst,1943,1990,5,1,3879,2393,2,3,3,1,15038,67,20,1Fam,WD,496078
Veenker,1987,1998,3,2,601,163,3,1,3,0,11143,23,12,Duplex,WD,229738
NAmes,2004,2004,9,8,1884,803,3,2,4,1,18087,6,6,1Fam,WD,317428
Veenker,1964,2002,3,2,4418,3155,3,1,2,1,12518,46,8,1Fam,WD,546983
Mitchel,1950,1967,2,2,4195,2057,1,2,5,0,5713,60,43,Twnhs,WD,334167
NAmes,1942,1947,5,8,3240,1872,2,3,2,0,11544,68,63,1Fam,New,382854
ClearCr,1985,2010,6,6,4187,2247,3,2,4,1,23807,25,0,2fmCon,WD,554242
BrkSide,1922,1964,1,4,2051,978,3,2,3,1,13157,88,46,1Fam,WD,184974
Somerst,1955,2006,6,3,2131,1518,2,2,4,0,7865,55,4,1Fam,WD,379569
IDOTRR,1918,1952,10,1,1816,882,2,1,2,2,22876,92,58,1Fam,WD,211758
NoRidge,1981,1982,3,3,3717,2105,1,2,3,1,24090,29,28,1Fam,New,677243
Gilbert,1975,1979,4,9,903,693,4,3,3,0,12135,35,31,1Fam,WD,285907
CollgCr,1954,1971,6,5,1313,899,2,2,5,0,8959,56,39,1Fam,WD,278522
Somerst,1991,2006,8,6,3573,1047,1,1,5,0,3692,19,4,1Fam,WD,497166
Gilbert,1991,1998,9,5,3690,1402,2,1,2,1,22933,19,12,1Fam,WD,469412
NWAmes,1959,1983,6,1,3402,1198,2,1,3,1,20593,51,27,1Fam,COD,353863
NridgHt,1958,1989,7,1,2129,985,3,1,3,1,20712,52,21,Twnhs,New,558235
StoneBr,1932,1962,5,4,3762,2617,0,2,2,1,10650,78,48,TwnhsE,WD,550635
NWAmes,1918,1927,9,3,1526,720,0,1,2,0,5574,92,83,TwnhsE,New,284757
Gilbert,1927,1982,4,8,3489,2052,2,1,5,1,23834,83,28,1Fam,WD,393827
IDOTRR,1951,2007,10,7,1520,1471,2,2,3,0,11750,59,3,1Fam,WD,231648
NWAmes,1948,1959,6,7,4058,3169,1,2,2,0,1568,62,51,1Fam,WD,440559
IDOTRR,1936,2005,5,8,4194,2682,2,2,3,1,15515,74,5,Duplex,ConLD,292168
NWAmes,1925,1944,1,7,2724,1349,2,2,3,0,3137,85,66,1Fam,WD,281740
Veenker,1998,2002,5,2,1780,580,3,1,3,1,7163,12,8,1Fam,WD,338322
NoRidge,1997,2003,5,4,3420,941,0,1,3,2,9893,13,7,1Fam,WD,555644
Mitchel,1998,2006,9,6,4105,1151,4,1,3,1,9957,12,4,1Fam,WD,424897
Gilbert,1939,1996,1,3,3024,1409,2,2,2,0,7751,71,14,1Fam,New,326472
NridgHt,1979,2005,5,3,2945,1682,1,1,3,0,4625,31,5,Twnhs,WD,534433
Somerst,1937,1990,7,6,2019,691,0,2,2,0,24978,73,20,1Fam,WD,351475
IDOTRR,1976,1997,6,1,719,0,2,1,4,1,24217,34,13,1Fam,WD,169542
CollgCr,1986,1993,6,1,2504,1026,2,3,2,1,1738,24,17,1Fam,WD,374610
ClearCr,1953,1972,7,5,672,70,2,2,4,1,22930,57,38,1Fam,WD,279689
ClearCr,1921,1971,6,1,3283,2259,2,2,3,1,9517,89,39,1Fam,WD,425918
Timber,1915,1992,5,8,1913,1231,2,2,3,1,1790,95,18,TwnhsE,WD,389777
Somerst,1927,1965,10,2,1001,396,2,2,3,1,7964,83,45,1Fam,COD,314313
Somerst,1934,1970,5,6,4148,2175,1,2,3,0,3308,76,40,1Fam,WD,489936
NridgHt,1959,2008,9,5,2312,669,2,3,4,1,11781,51,2,1Fam,WD,609330
NWAmes,1944,1977,8,4,3308,1415,3,2,3,1,18838,66,33,1Fam,WD,422702
ClearCr,1945,1977,10,1,3831,3160,1,2,3,0,24916,65,33,1Fam,WD,551290
Mitchel,1971,2001,4,3,2678,1782,3,2,3,2,3430,39,9,Duplex,WD,327665
NAmes,2007,2009,4,4,3684,2350,2,2,2,2,8489,3,1,1Fam,WD,375662
Timber,1954,2007,10,2,1297,1039,4,1,3,1,13772,56,3,Twnhs,WD,420259
Gilbert,1985,1996,5,2,3346,2157,1,2,2,1,10498,25,14,Duplex,WD,392755
CollgCr,1984,1985,3,2,1429,673,4,2,3,0,16017,26,25,2fmCon,WD,279751
NAmes,1925,1995,8,1,1222,867,2,1,3,0,9279,85,15,Duplex,WD,218231
Timber,2003,2004,7,2,3591,1179,2,1,2,0,23014,7,6,1Fam,WD,541924
Gilbert,1984,2000,5,6,2762,1578,2,2,3,1,11598,26,10,1Fam,WD,368186
Crawfor,1924,1985,10,3,1833,1031,0,2,3,1,16580,86,25,1Fam,WD,340549
Veenker,2004,2010,3,5,1774,877,3,3,3,0,24469,6,0,1Fam,WD,362966
NoRidge,1964,2009,5,1,987,580,2,2,3,1,4176,46,1,Duplex,WD,349150
Gilbert,1905,1960,3,8,3953,2127,1,2,3,0,17283,105,50,1Fam,WD,398188
NWAmes,1922,1928,10,4,3980,1837,0,2,2,0,21455,88,82,1Fam,WD,421316
Veenker,1963,1987,5,9,3842,1911,1,1,5,0,14363,47,23,TwnhsE,WD,528109
Gilbert,1986,1988,1,4,2457,1595,2,1,3,0,5259,24,22,1Fam,WD,284432
Somerst,1942,1979,6,2,3978,3360,2,2,2,0,16289,68,31,1Fam,WD,513911
NWAmes,2006,2009,10,3,4263,3081,2,2,4,0,11310,4,1,1Fam,WD,510783
StoneBr,1922,1955,4,5,1717,863,2,1,3,0,14714,88,55,2fmCon,New,414512
NAmes,1995,1995,4,6,1964,746,2,2,3,0,6621,15,15,1Fam,WD,237464
Veenker,1929,1972,8,7,812,380,2,2,3,0,15053,81,38,Twnhs,WD,321951
Somerst,1976,2005,2,4,578,229,0,2,4,2,10500,34,5,1Fam,WD,205656
NridgHt,2006,2006,4,7,2727,1251,2,2,4,0,16919,4,4,TwnhsE,WD,564125
NoRidge,1917,1975,2,3,3551,1688,1,2,3,1,21670,93,35,1Fam,WD,484489
CollgCr,1986,1995,1,7,1174,799,3,2,3,0,2441,24,15,1Fam,WD,235021
Timber,1978,1997,10,4,2237,1060,2,3,3,0,2838,32,13,1Fam,WD,480867
NAmes,1996,1997,3,8,513,0,4,2,3,0,22536,14,13,1Fam,WD,204370
NridgHt,1920,1964,8,9,3406,1636,2,2,2,2,2821,90,46,1Fam,WD,617860
Somerst,1956,1999,6,7,2793,1089,3,2,3,0,19538,54,11,1Fam,WD,428807
Somerst,2002,2002,7,8,2545,1328,2,2,3,1,14704,8,8,1Fam,WD,479697
NridgHt,1922,1984,2,8,1537,900,2,2,4,1,4568,88,26,TwnhsE,WD,390417
NoRidge,1990,1999,6,2,2646,1372,2,2,3,0,22622,20,11,1Fam,WD,555149
ClearCr,1944,1954,8,9,532,159,2,2,3,2,8093,66,56,Twnhs,COD,295176
CollgCr,1943,2004,8,6,1959,912,3,1,4,0,10086,67,6,TwnhsE,WD,352490
ClearCr,1981,1995,4,4,756,464,2,3,4,0,2291,29,15,1Fam,WD,261062
CollgCr,1987,1988,6,5,533,535,1,2,3,0,15923,23,22,1Fam,WD,258820
Crawfor,1946,1962,5,5,2566,1327,2,2,1,0,24560,64,48,1Fam,New,381121
NridgHt,1939,1992,9,7,4235,1466,4,2,3,0,11636,71,18,Duplex,WD,749284
CollgCr,1950,1961,8,9,1783,697,2,1,4,1,17247,60,49,TwnhsE,WD,344564
IDOTRR,1941,1980,2,7,4247,2658,2,1,1,0,2243,69,30,1Fam,WD,274894
CollgCr,1906,1924,7,9,3136,2313,2,2,3,1,8024,104,86,1Fam,WD,403812
Gilbert,1949,1951,7,4,2349,950,2,2,3,0,15366,61,59,1Fam,WD,318260
Veenker,1947,1964,1,4,3987,2439,3,1,3,2,8074,63,46,TwnhsE,WD,467390
Mitchel,1983,2003,1,6,2684,1798,3,2,4,0,17815,27,7,1Fam,WD,313447
Mitchel,1990,2008,4,8,858,565,2,2,3,1,14064,20,2,TwnhsE,WD,239648
CollgCr,1905,1968,5,9,4291,1362,2,2,3,1,1693,105,42,1Fam,New,446608
IDOTRR,1990,2008,4,1,1253,475,3,2,3,0,9394,20,2,1Fam,WD,179041
NoRidge,1908,1954,7,1,2102,817,2,2,3,0,5774,102,56,Twnhs,WD,437272
NridgHt,2008,2009,3,8,3687,2805,4,2,3,0,15832,2,1,TwnhsE,WD,688858
Mitchel,1956,1971,7,7,903,540,2,1,4,0,21781,54,39,1Fam,ConLD,250849
Mitchel,1930,2001,8,9,1725,1009,3,2,5,0,5082,80,9,1Fam,WD,282955
NoRidge,1920,1937,6,3,1899,541,3,2,3,1,22967,90,73,1Fam,WD,422299
Timber,1989,2008,6,5,2797,1119,2,3,2,0,16918,21,2,2fmCon,WD,490925
NridgHt,1939,1986,8,3,2993,1146,4,2,5,1,17205,71,24,1Fam,WD,624115
Veenker,1944,1986,8,5,3501,2140,0,2,3,0,14344,66,24,1Fam,WD,521053
Mitchel,1976,1987,7,1,777,258,3,2,5,1,9629,34,23,1Fam,New,263948
CollgCr,1948,1992,6,4,611,352,4,2,2,0,13182,62,18,1Fam,WD,243341
Somerst,1986,1995,6,6,2486,1527,2,3,3,0,23227,24,15,1Fam,WD,428868
Somerst,1919,1989,10,2,4414,1968,2,3,2,0,12507,91,21,1Fam,WD,541338
NridgHt,2000,2006,6,7,4044,2491,2,2,4,0,5403,10,4,TwnhsE,COD,727856
Veenker,1991,1991,8,8,3293,1078,3,2,4,1,13615,19,19,1Fam,ConLD,537961
Gilbert,1916,1964,1,1,3235,2362,3,1,3,1,19669,94,46,1Fam,WD,341478
IDOTRR,1927,1962,5,4,891,362,2,2,2,1,13864,83,48,1Fam,WD,154420
NAmes,1940,1960,3,4,1468,966,3,2,2,1,9462,70,50,1Fam,WD,209932
NridgHt,1965,2001,8,5,2690,1772,2,2,3,2,13525,45,9,1Fam,WD,628015
NAmes,1924,1947,6,4,1555,1297,2,1,3,1,18407,86,63,1Fam,WD,234502
Mitchel,1957,1981,2,9,2728,2176,2,3,3,0,4796,53,29,1Fam,ConLD,298224
Mitchel,1940,1946,7,7,3126,1674,2,2,3,0,24840,70,64,TwnhsE,WD,356687
ClearCr,1905,2010,7,2,4087,3379,1,2,3,0,22363,105,0,Duplex,WD,513573
Somerst,1974,1990,5,1,3345,1771,2,1,1,1,9211,36,20,1Fam,New,475350
Veenker,1937,2007,8,9,768,557,2,2,3,0,7185,73,3,TwnhsE,WD,337367
NridgHt,1905,2001,5,1,3807,1337,3,2,3,1,8147,105,9,TwnhsE,WD,593329
Timber,1944,1967,1,6,3848,2231,0,2,4,0,9294,66,43,TwnhsE,WD,445670
Timber,1974,1984,9,2,3100,2207,2,2,3,1,7090,36,26,1Fam,WD,543756
CollgCr,1913,1985,4,4,3180,2407,2,1,3,2,22267,97,25,1Fam,COD,405356
NWAmes,1965,1976,2,6,2529,697,3,2,3,0,1898,45,34,1Fam,COD,295151
CollgCr,1939,1973,4,5,774,253,2,3,4,1,20035,71,37,1Fam,WD,243556
NridgHt,1902,1964,9,6,1242,626,3,2,1,1,6930,108,46,1Fam,New,506361
IDOTRR,1998,2001,2,3,4387,3045,3,3,3,2,5380,12,9,1Fam,WD,316613
BrkSide,1996,1999,4,5,585,0,2,3,5,0,1626,14,11,1Fam,WD,162309
Mitchel,1923,1979,2,2,3634,3016,2,3,3,1,19971,87,31,Duplex,WD,350553
IDOTRR,1918,1930,5,7,903,399,3,3,3,0,19654,92,80,2fmCon,WD,155989
CollgCr,1917,1939,3,3,2739,1377,2,0,2,1,8525,93,71,1Fam,WD,289032
IDOTRR,1963,1981,10,1,3864,2872,2,3,4,1,16780,47,29,1Fam,WD,337182
NridgHt,1987,1996,2,8,2545,1502,2,1,2,1,13745,23,14,1Fam,WD,477655
Somerst,2008,2008,9,8,1554,613,3,1,3,0,7425,2,2,1Fam,WD,390206
Timber,1934,1972,5,3,3901,2178,4,1,2,1,21202,76,38,1Fam,ConLD,563414
StoneBr,1961,1984,10,7,4229,1468,4,2,2,0,16147,49,26,2fmCon,ConLD,751310
StoneBr,1900,1979,5,9,2654,2137,2,2,5,0,3581,110,31,TwnhsE,New,556687
Crawfor,1999,1999,1,8,2394,1740,2,2,3,1,3557,11,11,1Fam,WD,332836
Mitchel,1924,1935,6,3,3169,1379,1,1,3,1,6787,86,75,1Fam,WD,296843
Crawfor,1944,1977,7,2,775,334,2,2,5,2,7403,66,33,Duplex,WD,266227
StoneBr,1948,1954,1,7,4293,1362,3,2,3,1,6835,62,56,TwnhsE,WD,568381
Mitchel,2006,2008,9,7,1150,869,2,2,1,0,4489,4,2,1Fam,WD,277976
Gilbert,1997,2009,8,9,2121,1828,2,2,3,0,9075,13,1,1Fam,WD,382693
Somerst,1988,2000,8,5,3103,2222,2,1,3,0,15563,22,10,1Fam,WD,492280
Gilbert,1915,1945,7,4,1605,1060,3,1,3,0,7221,95,65,TwnhsE,New,329761
Timber,1997,1998,5,8,3635,1788,1,2,2,0,24962,13,12,1Fam,WD,539597
Somerst,1992,1998,3,4,2413,840,2,2,3,0,16877,18,12,1Fam,WD,349272
BrkSide,1918,1932,9,4,4426,2898,2,2,3,0,18223,92,78,1Fam,WD,363809
Veenker,1922,1978,7,2,4404,2619,2,2,3,1,4228,88,32,1Fam,WD,545077
CollgCr,1982,1992,10,1,3114,1698,4,2,3,1,19475,28,18,1Fam,WD,465378
NAmes,1924,1957,10,4,1085,1019,3,2,3,1,23667,86,53,1Fam,WD,256426
NWAmes,1915,1982,8,7,3432,1345,2,3,3,0,4661,95,28,1Fam,WD,360736
NridgHt,1953,1963,6,9,628,306,3,1,3,0,11000,57,47,1Fam,WD,351545
StoneBr,1972,2000,5,9,755,191,2,2,5,0,9675,38,10,1Fam,WD,362537
NridgHt,1900,1965,8,1,3481,1501,3,2,4,0,6129,110,45,Duplex,WD,609915
Gilbert,1941,1956,3,5,730,111,2,0,3,1,16268,69,54,1Fam,WD,191540
ClearCr,1918,1956,7,7,4068,2527,3,3,5,1,8401,92,54,TwnhsE,WD,527927
NoRidge,1996,2008,2,7,1660,659,2,2,5,1,12390,14,2,1Fam,WD,429454
IDOTRR,1933,1969,3,6,3410,1312,1,2,3,2,12815,77,41,1Fam,WD,229777
CollgCr,1979,1995,2,4,4026,2821,2,2,3,1,16926,31,15,1Fam,WD,429828
Timber,2007,2007,5,3,4484,1796,2,2,5,0,3797,3,3,TwnhsE,WD,589333
CollgCr,2003,2006,7,9,2902,2076,2,1,3,2,23334,7,4,1Fam,WD,466104
Gilbert,1954,1972,10,4,2147,1009,1,1,3,1,16739,56,38,1Fam,WD,348732
NridgHt,1917,1987,10,8,4056,2567,2,2,3,1,16250,93,23,1Fam,WD,760780
Veenker,1933,1940,1,1,4391,3449,2,3,2,1,15013,77,70,1Fam,WD,516712
Mitchel,1988,2000,10,7,2693,888,2,1,3,0,22828,22,10,1Fam,WD,358017
ClearCr,1944,2009,9,6,2547,1348,3,2,3,0,6818,66,1,TwnhsE,WD,431834
CollgCr,1905,1945,1,1,3604,2837,1,2,3,0,21691,105,65,1Fam,WD,367603
ClearCr,1920,1994,1,4,759,470,2,1,1,0,17896,90,16,1Fam,WD,178564
NridgHt,1969,1992,10,5,2634,1168,3,2,4,0,21918,41,18,Twnhs,WD,648650
StoneBr,1995,2000,8,8,1342,874,2,2,3,0,23414,15,10,1Fam,WD,498438
ClearCr,2004,2008,6,4,2471,1567,2,2,2,1,16980,6,2,1Fam,WD,412069
Timber,1947,1972,6,3,764,691,2,2,2,1,21317,63,38,1Fam,WD,295919
NridgHt,2006,2006,9,2,4403,1305,2,1,3,0,6133,4,4,1Fam,WD,741423
NAmes,1938,2007,4,4,4113,1412,2,2,5,0,3551,72,3,1Fam,WD,327721
IDOTRR,1930,1958,8,4,891,247,3,2,2,1,5376,80,52,1Fam,WD,167823
Mitchel,2005,2007,4,5,2779,1090,0,2,2,0,7408,5,3,1Fam,WD,306451
NAmes,1909,1974,2,7,1400,611,3,1,3,1,24014,101,36,1Fam,WD,198260
Timber,1929,1947,8,9,1087,730,2,2,3,1,7927,81,63,TwnhsE,WD,365693
IDOTRR,1917,1984,7,2,2994,1235,2,2,3,1,14509,93,26,1Fam,WD,254403
StoneBr,1959,1964,4,5,1652,862,3,2,3,0,16851,51,46,1Fam,WD,398788
IDOTRR,1987,2003,9,9,1794,1492,3,2,3,1,3323,23,7,1Fam,WD,246794
IDOTRR,1972,2008,9,3,3660,1330,3,2,3,0,21314,38,2,1Fam,WD,324207
NWAmes,1994,2000,8,1,965,628,3,1,4,0,4240,16,10,1Fam,WD,272766
IDOTRR,1914,1986,1,2,3481,1581,2,2,2,1,3288,96,24,1Fam,WD,215667
Crawfor,1903,1927,7,6,1693,1280,2,2,3,2,19836,107,83,Duplex,WD,316317
Timber,1962,1994,5,5,2675,1984,2,0,4,0,17141,48,16,Twnhs,WD,441128
ClearCr,1939,2003,7,1,3745,2706,2,1,4,2,12396,71,7,1Fam,WD,459218
Crawfor,1908,1913,9,1,2472,585,2,1,2,0,14415,102,97,Duplex,WD,342108
NridgHt,2008,2009,2,4,1549,1317,2,1,5,0,21304,2,1,Duplex,WD,436906
Crawfor,1908,1917,4,4,3120,1800,2,2,3,1,20911,102,93,1Fam,WD,353058
IDOTRR,1925,1935,4,6,3058,1635,3,1,3,0,4601,85,75,1Fam,WD,219511
StoneBr,1903,1999,2,6,987,671,2,3,3,0,7373,107,11,Twnhs,WD,286218
Mitchel,1980,1980,3,6,3438,2548,0,2,3,0,5088,30,30,1Fam,WD,313314
BrkSide,1915,1991,8,1,3126,2401,2,2,2,0,16209,95,19,Twnhs,WD,302921
BrkSide,1914,1997,9,9,1449,1271,2,2,3,0,21729,96,13,1Fam,Oth,226217
IDOTRR,1998,1998,6,7,905,979,2,2,3,1,23621,12,12,1Fam,New,230341
CollgCr,1951,2002,10,7,1549,660,3,2,4,1,13209,59,8,1Fam,New,404832
IDOTRR,1968,1970,2,7,1606,831,2,1,3,2,2917,42,40,Twnhs,WD,169387
NWAmes,1904,1985,2,2,863,158,3,3,3,1,21793,106,25,1Fam,New,196894
StoneBr,1919,1996,7,2,1890,1561,2,2,3,1,22629,91,14,1Fam,WD,489990
CollgCr,1978,2008,8,6,1583,377,2,1,3,1,13381,32,2,1Fam,WD,342681
NWAmes,1917,2007,8,7,1050,928,3,2,4,1,4272,93,3,1Fam,WD,267652
Timber,2010,2010,6,3,2158,1126,0,2,3,0,23059,0,0,1Fam,WD,427332
Gilbert,1901,1917,10,4,791,485,0,2,3,0,24159,109,93,1Fam,WD,266617
Gilbert,1992,2005,8,3,3336,1093,1,2,3,1,3749,18,5,1Fam,WD,402283
StoneBr,1912,2004,1,7,2460,1410,2,2,4,0,17579,98,6,1Fam,WD,405956
Crawfor,1903,1938,9,7,4457,3645,2,2,2,2,21742,107,72,1Fam,WD,515768
Mitchel,1941,1966,1,4,3363,965,4,2,3,1,19509,69,44,1Fam,COD,299135
CollgCr,2008,2008,3,7,2317,1124,2,3,3,0,4249,2,2,1Fam,WD,364306
NridgHt,1973,1989,9,5,690,86,2,2,4,1,20489,37,21,1Fam,WD,431745
NridgHt,1960,1981,5,1,960,566,2,2,3,0,3347,50,29,1Fam,WD,342075
Somerst,1994,1995,9,4,4375,1577,2,2,5,2,15653,16,15,1Fam,WD,599866
BrkSide,2004,2010,9,7,3211,1571,2,2,2,2,10270,6,0,1Fam,COD,345369
Timber,1907,1992,6,2,2419,2091,2,1,3,1,2636,103,18,1Fam,COD,420823
Gilbert,1966,1970,1,2,2780,1368,2,1,3,0,13102,44,40,1Fam,WD,304740
Timber,1962,1965,10,1,3021,1333,2,2,3,0,4633,48,45,1Fam,WD,514113
Somerst,2009,2010,7,2,3976,2484,2,2,4,1,11966,1,0,1Fam,ConLD,554463
NAmes,1908,1913,6,8,3205,1344,3,2,4,1,11913,102,97,1Fam,ConLD,327355
NWAmes,1993,2005,9,8,770,582,1,2,3,0,14807,17,5,1Fam,WD,273037
NoRidge,1910,2010,7,8,4418,2399,3,2,3,0,2657,100,0,1Fam,WD,686001
ClearCr,1998,2004,4,1,1657,665,2,1,5,0,8952,12,6,1Fam,WD,301459
NridgHt,2000,2008,7,1,670,411,2,1,3,1,13550,10,2,2fmCon,WD,410063
CollgCr,1941,1966,2,4,1938,895,2,3,4,1,8775,69,44,1Fam,COD,268276
